label,status,observed,reference,ratio,passed,note
4.18,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
4.19,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
4.20,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
4.21,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
4.22,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
4.23,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
4.24,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
4.25,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
4.26,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
4.27,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
4.28,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
4.29,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
4.30,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
4.31,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
4.32,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
4.33,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
4.34,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
5.1,可执行或数值诊断,,,,,已由稳定核心实现，或以有限分辨率数值类比形式检查。
5.2,可执行或数值诊断,,,,,已由稳定核心实现，或以有限分辨率数值类比形式检查。
5.3,可执行或数值诊断,,,,,已由稳定核心实现，或以有限分辨率数值类比形式检查。
5.4,可执行或数值诊断,,,,,已由稳定核心实现，或以有限分辨率数值类比形式检查。
5.5,可执行或数值诊断,,,,,已由稳定核心实现，或以有限分辨率数值类比形式检查。
5.6,可执行或数值诊断,,,,,已由稳定核心实现，或以有限分辨率数值类比形式检查。
5.7,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
5.8,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
5.9,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
5.10,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
5.11,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
5.12,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
5.13,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
5.14,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
5.15,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
5.16,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
5.17,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
5.18,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
5.19,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
5.20,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
5.21,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
5.22,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
5.23,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
5.24,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
5.25,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
5.26,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
5.27,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
5.28,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
5.29,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
5.30,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
5.31,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
5.32,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
5.33,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
5.34,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
5.35,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
5.36,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
5.37,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
5.38,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
5.39,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
6.1,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
6.2,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
6.3,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
6.4,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
6.5,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
6.6,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
6.7,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
6.8,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
6.9,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
6.10,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
6.11,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
6.12,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
6.13,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
6.14,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
6.15,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
6.16,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
6.17,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
6.18,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
6.19,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
6.20,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
6.21,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
6.22,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
6.23,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
6.24,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
6.25,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
6.26,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
6.27,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
6.28,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
6.29,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
6.30,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
7.1,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
7.2,可执行数值诊断,1.0,2.1818181818181817,0.45833333333333337,False,双尺度 grain 宽度下界
7.3/7.4,可执行数值诊断,0.5,0.49999999999999994,1.0,True,角半径处的 broadness 0.055; K=0.50001
7.3/7.4,可执行数值诊断,1.0,1.0,1.0,True,角半径处的 broadness 0.23452; K=1
7.3/7.4,可执行数值诊断,1.0,1.0,1.0,True,角半径处的 broadness 0.24; K=1
7.3/7.4,可执行数值诊断,1.0,1.0,1.0,True,角半径处的 broadness 1; K=1
7.3,可执行或数值诊断,,,,,已由稳定核心实现，或以有限分辨率数值类比形式检查。
7.4,可执行或数值诊断,,,,,已由稳定核心实现，或以有限分辨率数值类比形式检查。
7.5,可执行或数值诊断,,,,,已由稳定核心实现，或以有限分辨率数值类比形式检查。
7.6,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
7.7,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
7.8,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
7.9,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
7.10,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
7.11,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
7.12,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
7.13,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
7.14,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
7.15,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
8.1,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.2,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.3,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.4,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.5,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.6,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.7,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.8,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.9,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.10,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.11,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.12,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.13,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.14,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.15,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.16,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.17,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.18,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.19,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.20,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.21,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.22,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.23,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.24,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.25,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.26,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.27,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.28,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.29,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.30,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.31,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.32,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.33,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.34,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.35,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.36,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.37,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.38,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.39,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.40,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.41,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.42,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.43,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.44,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.45,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.46,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.47,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.48,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.49,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.50,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.51,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.52,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.53,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.54,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.55,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.56,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.57,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.58,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.59,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.60,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.61,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.62,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.63,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.64,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.65,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.66,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
8.67,仅证明链条,,,,,涉及精细化、鸽巢原理、存在性选择、归纳尺度或渐近比较；建立依赖记录但不伪造独立更新律。
9.1,可执行或数值诊断,,,,,已由稳定核心实现，或以有限分辨率数值类比形式检查。
9.2,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
